"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
5.11893811010923e-07,10,42,16.7112182296231,"GO:0095500 acetylcholine receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0095500"," HRH4  LYPD1  LY6G6D  RGS10"
5.11893811010923e-07,11,52,14.8472746578575,"GO:0098926 postsynaptic signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0098926"," HRH4  LYPD1  LY6G6D  RGS10  NRG1"
5.61129001814607e-07,10,44,15.9516174010039,"GO:1905145 cellular response to acetylcholine "," http://amigo.geneontology.org/amigo/term/GO:1905145"," HRH4  LYPD1  LY6G6D  RGS10"
8.45651988576131e-07,10,47,14.933429056259,"GO:1905144 response to acetylcholine "," http://amigo.geneontology.org/amigo/term/GO:1905144"," HRH4  LYPD1  LY6G6D  RGS10"
4.7657779004645e-06,6,12,35.0935582822086,"GO:0035581 sequestering of extracellular ligand from receptor "," http://amigo.geneontology.org/amigo/term/GO:0035581"," NBL1  GREM1  DAND5  CD46"
1.08000576659059e-05,6,14,30.0801928133217,"GO:1900115 extracellular regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1900115"," NBL1  GREM1  DAND5  CD46"
1.08000576659059e-05,6,14,30.0801928133217,"GO:1900116 extracellular negative regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:1900116"," NBL1  GREM1  DAND5  CD46"
3.60187736308041e-05,15,187,5.62998261211902,"GO:0010469 regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0010469"," EREG  BTC  LYPD1  DKK2  TAFA4  GREM1  LY6G6D"
7.71038708734509e-05,4,5,56.1496932515337,"GO:0038098 sequestering of BMP from receptor via BMP binding "," http://amigo.geneontology.org/amigo/term/GO:0038098"," NBL1  GREM1"
9.07802153333521e-05,6,20,21.0561349693252,"GO:0007171 activation of transmembrane receptor protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0007171"," NRG1  EREG  GREM1  BTC"
0.000123951118504326,9,66,9.57097044060234,"GO:2000272 negative regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:2000272"," LYPD1  DKK2  LY6G6D"
0.000171531101128782,4,6,46.7914110429448,"GO:1900086 positive regulation of peptidyl-tyrosine autophosphorylation "," http://amigo.geneontology.org/amigo/term/GO:1900086"," NRG1  GREM1"
0.000365295147989802,4,7,40.1069237510955,"GO:1900084 regulation of peptidyl-tyrosine autophosphorylation "," http://amigo.geneontology.org/amigo/term/GO:1900084"," NRG1  GREM1"
0.000670776354276578,4,8,35.0935582822086,"GO:0090027 negative regulation of monocyte chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0090027"," NBL1  GREM1"
0.00231456890648168,3,4,52.6403374233129,"GO:0090291 negative regulation of osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0090291"," GREM1"
0.00231456890648168,3,4,52.6403374233129,"GO:1900154 regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900154"," GREM1"
